english,polish,alternatives
universal,"1.  powszechny
 2.  uniwersalny",ˌju:nɪˈvɜ:səl
universe,wszechświat,ˈju:nɪvɜ:s
university,uniwersytet,ˌju:nɪˈvɜ:sɪtɪ
unjust,niesprawiedliwy,ʌnˈʤʌst
unjustified,nieuzasadniony,niezrozumiały|ʌnˈʤʌstɪfaɪd
unkempt,rozczochrany,źle utrzymany|ʌŋˈkempt
unkind,niedobry,okrutny|ʌŋˈkaɪnd
unknown,nieznajomy,nieznany|ʌnˈnəʊn
unlawful,bezprawny,ʌnˈlɔ:fʊl
unleaded,bezołowiowy,ʌnˈledɪd
unleash,ʌnˈli:ʃ,
unless,jeżeli nie,o ile nie|ʌnˈles
unlike,i.    w przeciwieństwie do,ʌnˈlaɪk
unlikely,1.  nieprawdopodobny,że coś się|że coś się skończy|ʌnˈlaɪklɪ
unlit,"1.  niezapalony
 2.  nieoświetlony",ʌnˈlɪt
unload,ʌnˈləʊd,
unlock,otwierać,ʌnˈlɒk
unlucky,ʌnˈlʌkɪ,
unmade,nieposłany,ʌmˈmeɪd
unmarked,"1.  nieoznaczony
 2.  nieruszony",ʌmˈmɑ:kt
unmistakable,niewątpliwy,łatwy do poznania|ˌʌmmɪˈsteɪkəbəl
unmitigated,całkowity,niepoprawny|ʌmˈmɪtɪgeɪtɪd
unnecessary,niepotrzebny,zbędny|ʌnˈnesəsərɪ
unnerve,odbierać odwagę,ʌnˈnɜ:v
unnoticed,niezauważony,ʌnˈnəʊtɪst
uno,onz,ˈju:nəʊ
unobtrusive,nie narzucający się,ˌʌnəbˈtru:sɪv
unofficial,nieoficjalny,ˌʌnəˈfɪʃəl
unorthodox,nieortodoksyjny,ʌnˈɔ:θədɒks
unpack,rozpakowywać,ʌnˈpæk
unpaid,"1.  bezpłatny
 2.  niezapłacony",ʌnˈpeɪd
unpalatable,ʌnˈpælətəbəl,
unparalleled,niezrównany,ʌnˈpærəleld
unpleasant,nieprzyjemny,ʌnˈplezənt
unplug,wyłączać,wyłączać z sieci|ʌnˈplʌg
unprecedented,bezprecedensowy,ʌnˈpresɪdentɪd
unpredictable,nie do przewidzenia,ˌʌnprɪˈdɪktəbəl
unprofitable,niedochodowy,niezyskowny|ʌnˈprɒfɪtəbəl
unqualified,1.  niewykwalifikowany,"bez kwalifikacji
 2.  kompletny|ʌnˈkwɒlɪfaɪd"
unquestionable,niekwestionowany,ʌnˈkwesʧənəbəl
unravel,1.  rozplątywać się,"rozplątywać
 2.  rozwikływać|ʌnˈrævəl"
unreal,nierealny,ʌnˈrɪəl
unrealistic,nierealistyczny,ˌʌnrɪəˈlɪstɪk
unreasonable,nierozsądny,ʌnˈri:zənəbəl
unrecognisable,nie do odróżnienia,nierozpoznawalny|unrecognizable|ʌnˈrekəgnaɪzəbəl
unrecognizable,nie do odróżnienia,nierozpoznawalny|unrecognisable|ʌnˈrekəgnaɪzəbəl
unrelated,nie związany,ˌʌnrɪˈleɪtɪd
unrelenting,ˌʌnrɪˈlentɪŋ,
unreliable,nieodpowiedzialny,ˌʌnrɪˈlaɪəbəl
unremitting,niestrudzony,nieustanny|ˌʌnrɪˈmɪtɪŋ
unreserved,bez zastrzeżeń,całkowity|ˌʌnrɪˈzɜ:vd
unrest,niepokój,ˈʌnrest
unrewarding,nie dający satysfakcji,ˌʌnrɪˈwɔ:dɪŋ
unripe,niedojrzały,ʌnˈraɪp
unrivalled,niezrównany,ʌnˈraɪvəld
unroll,rozwijać,ʌnˈrəʊl
unruly,nieposłuszny,niesforny|ʌnˈru:lɪ
unsafe,"1.  niebezpieczny
 2.  niepewny",zagrożony|ʌnˈseɪf
unsatisfactory,niezadowalający,ˌʌnsætɪsˈfæktərɪ
unsavory,odrażający,unsavoury|ʌnˈseɪvərɪ
unsavoury,odrażający,unsavory|ʌnˈseɪvərɪ
unscathed,nie draśnięty,ʌnˈskeɪðd
unscrew,odkręcać,ʌnˈskru:
unscrupulous,bez skrupułów,ʌnˈskru:pjʊləs
unseen,nie widziany,ʌnˈsi:n
unsettled,ʌnˈsetəld,
unshakable,niezachwiany,ʌnˈʃeɪkəbəl
unshaven,nieogolony,ʌnˈʃeɪvən
unsightly,mało atrakcyjny,nieładny|ʌnˈsaɪtlɪ
unskilled,niewykwalifikowany,ʌnˈskɪld
unsophisticated,nieskomplikowany,niewyrafinowany|prosty|ˌʌnsəˈfɪstɪkeɪtɪd
unsound,"1.  błędny
 2.  zagrożony",ʌnˈsaʊnd
unspeakable,niewypowiedziany,ʌnˈspi:kəbəl
unspecified,niewyszczególniony,ʌnˈspesɪfaɪd
unstable,ʌnˈsteɪbəl,
unsteady,ʌnˈstedɪ,
unsuccessful,ˌʌnsəkˈsesfʊl,
unsuitable,nieodpowiedni,ʌnˈsu:təbəl
unsuited,"1.  nieodpowiedni   
 2.  niedobrany",ʌnˈsu:tɪd
unsure,niepewny,ʌnˈʃʊə
unsympathetic,nie współczujący,nieczuły|ˌʌnsɪmpəˈθetɪk
untangle,rozplątywać,ʌnˈtæŋgəl
untapped,nienaruszony,ʌnˈtæpt
untenable,nie do obrony,nie do utrzymania|ʌnˈtenəbəl
unthinkable,nie do pomyślenia,ʌnˈθɪŋkəbəl
untidy,niechlujny,zaniedbany|ʌnˈtaɪdɪ
untie,rozwiązywać,ʌnˈtaɪ
until,"do
ii.    dopóki",ʌnˈtɪl
untimely,przedwczesny,ʌnˈtaɪmlɪ
untold,niewypowiedziany,ʌnˈtəʊld
untoward,niedobry,niekorzystny|ˌʌntəˈwɔ:d
untranslatable,nieprzetłumaczalny,ʌntrænsˈleɪtəbəl
untreated,"1.  nieleczony
 2.  nieoczyszczony",ʌnˈtri:tɪd
unusual,niezwykły,ʌnˈju:ʒʊəl
unusually,ʌnˈju:ʒʊəlɪ,
unveil,ʌnˈveɪl,
unwary,nie spodziewający się,nieostrożny|ʌnˈweərɪ
unwelcome,"1.  nieproszony
 2.  niepożądany",przykry|ʌnˈwelkəm
unwell,chory,niedysponowany|ʌnˈwel
unwieldy,"1.  nieporęczny
 2.  niemrawy",ʌnˈwi:ldɪ
unwilling,niechętny,ʌnˈwɪlɪŋ
unwind,ʌnˈwaɪnd,
unwise,niemądry,ʌnˈwaɪz
unwitting,bezwolny,nieświadomy|ʌnˈwɪtɪŋ
unworkable,nie do przeprowadzenia,ʌnˈwɜ:kəbəl
unworthy,niegodny,ʌnˈwɜ:ðɪ
unwrap,rozpakowywać,ʌnˈræp
unwritten,niepisany,ʌnˈrɪtən
unzip,rozpinać,ʌnˈzɪp
upandcoming,up-and-coming,wybijający się w górę|ˌʌpənˈkʌmɪŋ
upbringing,wychowanie,ˈʌpbrɪŋɪŋ
update,aktualizować,modernizować|ʌpˈdeɪt
upheaval,niepokój,przewrót|przewrót społeczny|ʌpˈhi:vəl
uphill,jak pod górę,"w górę
ii.    ciężki|ˌʌpˈhɪl"
uphold,podtrzymywać,utrzymywać|ʌpˈhəʊld
upholstered,tapicerowany,ʌpˈhəʊlstəd
upholstery,tapicerka,ʌpˈhəʊlstərɪ
upkeep,koszty utrzymania,ˈʌpki:p
upland,ˈʌplænd,
upon,əˈpɒn,
upper,burżuazja,warstwa wyższa|ˈʌpə|ˌʌpə ˈklɑ:s
uppermost,1.  najwyższy,"najwyżej
 2.  najważniejszy|ˈʌpəməʊst"
upright,uczciwy,ˈʌpraɪt
uprising,powstanie,ˈʌpraɪzɪŋ
uproar,1.  wrzawa,"tumult
 2.  zamieszanie|ˈʌprɔ:"
uproot,wykorzeniać,wykorzeniać się|ʌpˈru:t
upshot,rezultat,"the upshot 
 - wynik|ˈʌpʃɒt"
upstairs,ˌʌpˈsteəz,
upstart,nowicjusz,ˈʌpstɑ:t
upstream,1.  w górę rzeki,w górze|ˌʌpˈstri:m
upsurge,wzrost,ˈʌpsɜ:ʤ
uptake,wolno coś łapać,ˈʌpteɪk
uptight,spięty,ˈʌptaɪt
uptodate,"1.  nowoczesny
 2.  zorientowany",up-to-date|ˌʌptəˈdeɪt
uptown,i.    od centrum śródmieścia,ˌʌpˈtaʊn
upturn,hossa,zwyżka|ˈʌptɜ:n
upturned,"1.  zadarty
 2.  odwrócony",ˌʌpˈtɜ:nd
upward,do góry,górny|ˈʌpwəd
upwards,ˈʌpwədz,
uranium,ju:ˈreɪnɪəm,uran
urban,miejski,ˈɜ:bən
urbane,kurtuazyjny,uprzejmy|ɜ:ˈbeɪn
urchin,łobuz,ˈɜ:ʧɪn
urge,kłaść nacisk,ɜ:ʤ
urgency,nagła potrzeba,ˈɜ:ʤənsɪ
urgent,"naglący
 2.  natarczywy",ˈɜ:ʤənt
urinal,pisuar,ˈjʊərɪnəl
urinate,oddawać mocz,ˈjʊərɪneɪt
urine,mocz,ˈjʊərɪn
urn,termos,ɜ:n
uruguay,urugwaj,ˈjʊərəgwaɪ
uruguayan,"i.    urugwajski
ii.    urugwajczyk",ˌjʊərəˈgwaɪən
usable,zdatny do użycia,ˈju:zəbəl
usaf,siły powietrzne usa,
usage,1.  użycie języka,"użycie
 2.  znaczenie|ˈju:sɪʤ"
useful,użyteczny,ˈju:sfʊl
useless,ˈju:slɪs,
user,użytkownik,ˈju:zə
usher,ˈʌʃə,
usherette,bileterka,ˈʌʃərət
usn,marynarka usa,
uss,okręt usa,statek usa
ussr,zsrr,
usual,ˈju:ʒʊəl,
usually,zazwyczaj,ˈju:ʒʊəlɪ
usurer,lichwiarz,ˈju:ʒərə
usurp,ju:ˈzɜ:p,uzurpować
usury,lichwa,ˈju:ʒərɪ
utah,ˈju:tɑ:,
utensil,ju:ˈtensɪl,przybór|przyrząd
uterus,macica,ˈju:tərəs
utilise,posiłkować się,stosować|utilize|ˈju:tɪlaɪz
utilitarian,"1.  użytkowy
 2.  utylitarny",ˌju:tɪlɪˈteərɪən
utility,ju:ˈtɪlɪtɪ,przedsiębiorstwo użyteczności publicznej
utilize,posiłkować się,stosować|utilise|ˈju:tɪlaɪz
utmost,ˈʌtməʊst,
utopia,ju:ˈtəʊpɪə,
utopian,ju:ˈtəʊpɪən,utopijny
utter,i.    wypowiadać,"kompletny|wydawać
ii.    całkowity|ˈʌtə"
utterance,wypowiedź,ˈʌtərəns
uturn,1.  zawrócenie samochodu,u-turn|ˈju: tɜ:n
vacancy,ˈveɪkənsɪ,
vacant,ˈveɪkənt,
vacate,vəˈkeɪt,zwalniać
vacation,vəˈkeɪʃən,
vaccinate,szczepić,ˈvæksɪneɪt
vaccination,szczepienie,ˌvæksɪˈneɪʃən
vaccine,szczepionka,ˈvæksi:n
vacuum,odkurzacz,ˈvækjʊəm|ˈvækjʊəm ˌkli:nə
vagina,pochwa,vəˈʤaɪnə
vaginal,dopochwowy,pochwowy|vəˈʤaɪnəl
vagrant,włóczęga,ˈveɪgrənt
vague,"niejasny
 2.  niewyraźny",veɪg
vain,na próżno,veɪn
valentine,valentine card,ˈvæləntaɪn
valentine card,valentine,ˈvæləntaɪn
valet,lokaj,ˈvælɪt
valiant,bohaterski,dzielny|ˈvæljənt
valid,"1.  ważny
 2.  uzasadniony",ˈvælɪd
validate,potwierdzać,ˈvælɪdeɪt
validity,væˈlɪdɪtɪ,ważność
valley,dolina,ˈvælɪ
valor,bohaterstwo,odwaga|valour|ˈvælə
valour,bohaterstwo,odwaga|valor|ˈvælə
valuable,ˈvæljʊəbəl,
valuation,ˌvæljʊˈeɪʃən,
value,ˈvælju:,
valueadded tax,podatek od wartości dodanej,value-added tax|vat|ˌvælju: ˈædɪd tæks
valued,ceniony,ˈvælju:d
valueless,bezwartościowy,ˈvæljʊlɪs
valve,vælv,zawór
vampire,wampir,ˈvæmpaɪə
van,furgonetka,væn
vandal,wandal,ˈvændəl
vandalise,niszczyć,niszczyć po chuligańsku|vandalize|ˈvændəlaɪz
vandalism,wandalizm,ˈvændəlɪzəm
vandalize,niszczyć,niszczyć po chuligańsku|vandalise|ˈvændəlaɪz
vanguard,awangarda,ˈvængɑ:d
vanilla,vəˈnɪlə,wanilia
vanish,ˈvænɪʃ,
vanity,kosmetyczka,ˈvænɪtɪ|ˈvænɪtɪkeɪs
vanquish,pokonywać,pokonywać doszczętnie|ˈvæŋkwɪʃ
vantage point,dobry punkt,dobry punkt obserwacyjny|ˈvɑ:ntɪʤ pɔɪnt
vapor,para,vapour|ˈveɪpə
vapour,para,vapor|ˈveɪpə
variability,zmienność,ˌveərɪəˈbɪlɪtɪ
variable,"i.    zmienny
ii.    zmienna",ˈveərɪəbəl
variance,ˈveərɪəns,
variant,i.    wariant,"odmiana
ii.    wariantowy|ˈveərɪənt"
varicose veins,żylaki,ˌværɪkəʊs ˈveɪnz
varied,różnorodny,ˈveərɪd
variegated,różnokolorowy,ˈveərɪəgeɪtɪd
variety,"1.  różnorodność
 2.  rodzaj","odmiana
 3.  variété|vəˈraɪətɪ"
various,rozmaity,różnorodny|ˈveərɪəs
variously,rozmaicie,ˈveərɪəslɪ
varnish,werniksować,ˈvɑ:nɪʃ
vary,1.  różnić się,ˈveərɪ
vase,vɑ:z,wazon
vast,ogromny,vɑ:st
vastly,niebywale,ogromnie|ˈvɑ:stlɪ
vat,beczka,kadź|podatek od wartości dodanej|væt
vault,vɔ:lt,
vcr,magnetowid,video|ˌvɪ:si:ˈɑ:
vd,choroba weneryczna,
vdu,monitor,ˌvɪ:di:ˈju:
veal,cielęcina,vi:l
veer,vɪə,zbaczać|zbaczać nagle|zmieniać kierunek
vegetable,i.    jarzyna,"warzywo
ii.    roślinny|ˈveʤɪtəbəl"
vegetarian,"wegetarianin
ii.    jarski",wegetariański|ˌveʤɪˈteərɪən
vegetate,wegetować,ˈveʤɪteɪt
vegetation,"1.  roślinność
 2.  wegetacja",ˌveʤɪˈteɪʃən
vehemence,porywczość,zaciekłość|ˈvi:əməns
vehement,"1.  gwałtowny
 2.  zaciekły",porywczy|ˈvi:əmənt
vehicle,narzędzie,ˈvi:ɪkəl
veil,vi:l,
veiled,vi:ld,zawoalowany
vein,duch,veɪn
velocity,prędkość,vəˈlɒsɪtɪ
velvet,aksamit,ˈvelvɪt
velvety,aksamitny,ˈvelvətɪ
ven,"ven.
  czcigodny",
vending machine,automat,maszyna do sprzedaży|ˈvendɪŋməˌʃi:n
vendor,ˈvendə,
veneer,"laminat
ii.    fornirować",okładać|vɪˈnɪə
venerable,czcigodny,ˈvenərəbəl
venereal,vɪˈnɪərɪəl,
venetian blind,vɪˌni:ʃən ˈblaɪnd,żaluzja|żaluzja nastawna
venezuela,wenezuela,ˌvenəˈzweɪlə
venezuelan,"i.    wenezuelski
ii.    wenezuelczyk",ˌvenəˈzweɪlən
vengeful,mściwy,ˈvenʤfʊl
venison,dziczyzna,ˈvenɪsən
venom,jad,ˈvenəm
venomous,jadowity,ˈvenəməs
vent,i.    otwór wentylacyjny,
ventilate,wentylować,ˈventɪleɪt
ventilation,wentylacja,ˌventɪˈleɪʃən
ventilator,wywietrznik,ˈventɪleɪtə
ventriloquist,brzuchomówca,venˈtrɪləkwɪst
venture,i.    ryzykowne przedsięwzięcie,ˈvenʧə
venue,miejsce,ˈvenju:
veranda,verandah,vəˈrændə|weranda
verandah,veranda,vəˈrændə|weranda
verb,czasownik,vɜ:b
verbal,1.  werbalny,"słowny
 2.  czasownikowy|ˈvɜ:bəl"
verbatim,"i.    dosłowny
ii.    dosłownie",vɜ:ˈbeɪtɪm
verbose,rozwlekły,vɜ:ˈbəʊs
verdict,werdykt,ˈvɜ:dɪkt
verification,"1.  sprawdzenie
 2.  potwierdzenie",verɪfɪˈkeɪʃən
verify,1.  sprawdzać,"weryfikować
 2.  potwierdzać|ˈverɪfaɪ"
veritable,istny,prawdziwy|ˈverɪtəbəl
vermin,"1.  szkodnik
 2.  robactwo",ˈvɜ:mɪn
vermont,vəˈmɒnt,
vermouth,wermut,ˈvɜ:məθ
vernacular,i.    dialekt,"język miejscowy
ii.    miejscowy|vəˈnækjələ"
versatile,wszechstronny,ˈvɜ:sətaɪl
verse,"strofa
 3.  werset",vɜ:s
versed,ˈvɜ:st,
version,wersja,ˈvɜ:ʃən
versus,ˈvɜ:səs,
vertebra,krąg,ˈvɜ:tɪbrə
vertebrate,ˈvɜ:tɪbrət,
vertical,pionowy,ˈvɜ:tɪkəl
vertigo,zawrót głowy,ˈvɜ:tɪgəʊ
verve,vɜ:v,werwa
very,ˈverɪ,
vested,wyposażony,ˈvestɪd
vestibule,westybul,ˈvestɪbju:l
vestige,pozostałość,ślad|ˈvestɪʤ
vestry,zakrystia,ˈvestrɪ
veteran,"1.  weteran
 2.  kombatant",uczestnik wojny|ˈvetərən
veterinarian,weterynarz,ˌvetərɪˈneərɪən
veterinary,ˈvetərɪnərɪ,ˌvetərɪnərɪ ˈsɜ:ʤən
veto,ˈvi:təʊ,
vex,irytować,veks
vexed,"1.  zirytowany
 2.  trudny",zawikłany|ˈvekst
vhf,ukf,ˌvi:eɪʧˈef
via,przez,ˈvaɪə
viable,możliwy do wykonania,ˈvaɪəbəl
viaduct,wiadukt,ˈvaɪədʌkt
vibrant,1.  dynamiczny,"jaskrawy
 3.  emocjonalny|przesycony energią
 2.  rozjarzony|ˈvaɪbrənt"
vibrate,drgać,vaɪˈbreɪt|wibrować
vibration,drganie,vaɪˈbreɪʃən|wibracja
vicar,pastor,wikariusz|ˈvɪkə
vicarage,plebania,wikariat|ˈvɪkərɪʤ
vicarious,pośredni,vɪˈkeərɪəs|zastępczy
vice,"1.  wada
 2.  przestępstwo","vaɪs|vice-|wice|występek
 3.  imadło"
vicinity,bliskość,pobliże|vɪˈsɪnɪtɪ
vicious,1.  podstępny,ˈvɪʃəs
victim,ofiara,ˈvɪktɪm
victimise,represjonować,victimize|ˈvɪktɪmaɪz
victimize,represjonować,victimise|ˈvɪktɪmaɪz
victor,zwycięzca,ˈvɪktə
victorian,vɪkˈtɔ:rɪən,wiktoriański
victorious,vɪkˈtɔ:rɪəs,zwycięski
victory,zwycięstwo,ˈvɪktərɪ
videlicet,to znaczy,"videlicet
  tzn.|viz."
video,magnetowid,ˈvɪdɪəʊ|ˈvɪdɪəʊ rɪˌkɔ:də
vie,rywalizować,vaɪ
vienna,vɪˈenə,wiedeń
vietnam,wietnam,ˌvi:etˈnæm
vietnamese,"i.    wietnamski
ii.    wietnamczyk",vɪˌetnəˈmi:z
view,vju:,
viewer,ˈvju:ə,
viewfinder,wizjer,ˈvju:faɪndə
viewpoint,ˈvju:pɔɪnt,
vigil,czuwanie,ˈvɪʤɪl
vigilant,czujny,ˈvɪʤɪlənt
vigor,energia,vigour|ˈvɪgə
vigorous,energiczny,ˈvɪgərəs
vigour,energia,vigor|ˈvɪgə
vile,niegodziwy,vaɪl
villa,willa,ˈvɪlə
village,wioska,ˈvɪlɪʤ
villager,mieszkaniec wsi,wieśniak|ˈvɪlɪʤə
villain,ˈvɪlən,
vilnius,wilno,ˈvɪlnɪəs
vindicate,rekompensować,wybronić|ˈvɪndɪkeɪt
vindictive,mściwy,vɪnˈdɪktɪv
vine,latorośl,vaɪn|winorośl
vinegar,ocet,ˈvɪnɪgə
vineyard,winnica,ˈvɪnjəd
vintage,wino z dobrego rocznika,ˈvɪntɪʤ|ˌvɪntɪʤ ˈwaɪn
vinyl,winyl,winylowy|ˈvaɪnəl
viola,altówka,vɪˈəʊlə|wiola
violate,ˈvaɪəleɪt,
violence,"1.  przemoc
 2.  gwałtowność",ˈvaɪələns
violent,ˈvaɪələnt,
violet,ˈvaɪələt,
violin,skrzypce,ˌvaɪəˈlɪn
violinist,skrzypek,ˌvaɪəˈlɪnɪst
vip,bardzo ważna osoba,
viper,żmija,ˈvaɪpə
virgin,"i.    dziewica
ii.    dziewiczy",ˈvɜ:ʤɪn
virginia,vəˈʤɪnɪə,wirginia
virgo,ˈvɜ:gəʊ,
virile,męski,ˈvɪraɪl
virtual,faktyczny,właściwy|ˈvɜ:ʧʊəl
virtually,na dobrą sprawę,właściwie|ˈvɜ:ʧʊəlɪ
virtue,na mocy,ˈvɜ:ʧu:
virtuoso,wirtuoz,ˌvɜ:ʧʊˈəʊsəʊ
virtuous,cnotliwy,ˈvɜ:ʧʊəs
virulent,"1.  jadowity
 2.  złośliwy",ˈvɪrʊlənt
virus,wirus,ˈvaɪərəs
visa,wiza,ˈvi:zə
visibility,widoczność,ˌvɪzɪˈbɪlɪtɪ
visible,widoczny,ˈvɪzɪbəl
vision,ˈvɪʒən,
visionary,dalekowzroczny,"i.    wizjoner
ii.    wizjonerski|ˈvɪʒənərɪ"
visit,"i.    odwiedzać
ii.    odwiedziny",pobyt|ˈvɪzɪt
visitor,ˈvɪzɪtə,
visor,ˈvaɪzə,
vista,perspektywa,ˈvɪstə
vistula,"the vistula 
 - wisła",ˈvɪstjʊlə
visual,i.    wzrokowy,"monitor|wizualna pomoc szkolna|wizualny
ii.  visual aid|ˈvɪʒʊəl"
visualise,unaoczniać,unaoczniać sobie|visualize|wyobrażać|wyobrażać sobie
visualize,unaoczniać,unaoczniać sobie|visualise|wyobrażać|wyobrażać sobie
vital,"witalny
ii.  vital statistics","wymiary|wymiary kobiece|zasadniczy
 2.  żywotny|ˈvaɪtəl"
vitamin,witamina,ˈvɪtəmɪn
vitiate,kazić,psuć|ˈvɪʃɪeɪt
viva,egzamin ustny,ˈvaɪvə
vivacious,energiczny,vɪˈveɪʃəs|żywy
vivid,żywy,ˈvɪvɪd
viz,to znaczy,"videlicet
  tzn.|viz."
vocabulary,słownictwo,vəˈkæbjʊlərɪ
vocal,struny głosowe,ˈvəʊkəl|ˌvəʊkəl ˈkɔ:dz
vocalist,wokalista,ˈvəʊkəlɪst
vocation,powołanie,vəʊˈkeɪʃən
vocational,vəʊˈkeɪʃənəl,zawodowy
vociferous,krzykliwy,vəˈsɪfərəs
vodka,wódka,ˈvɒdkə
vogue,modny,vəʊg
voice,jak się da,najgłośniej|vɔɪs
volatile,ˈvɒlətaɪl,
volcanic,vɒlˈkænɪk,wulkaniczny
volcano,vɒlˈkeɪnəʊ,wulkan
volition,nieprzymuszenie,vəˈlɪʃən
volley,ˈvɒlɪ,
volleyball,piłka siatkowa,siatkówka|ˈvɒlɪbɔ:l
volt,vəʊlt,wolt
voltage,napięcie,ˈvəʊltɪʤ
volteface,volte-face,ˌvɒltˈfɑ:s
voluble,wymowny,ˈvɒljʊbəl
volume,"zakres
 5.  natężenie głosu",ˈvɒlju:m
voluminous,obszerny,vəˈlju:mɪnəs
voluntary,dobrowolny,ochotniczy|ˈvɒləntərɪ
volunteer,ˌvɒlənˈtɪə,
voluptuous,ponętny,vəˈlʌpʃʊəs
vomit,i.    zwracać,"wymiotować
ii.    wymiociny|ˈvɒmɪt"
voracious,vəˈreɪʃəs,żarłoczny
vortex,wir,ˈvɔ:teks
vote,vəʊt,
voter,wyborca,ˈvəʊtə
vouch for,ręczyć,vaʊʧ ˈfə|zaręczać
voucher,bloczek,bon|ˈvaʊʧə
vow,przysięga,vaʊ
vowel,samogłoska,ˈvaʊəl
voyage,podróż morska,ˈvɔɪɪʤ
voyager,podróżnik,ˈvɔɪɪʤə
vp,"1.  wiceprezes
 2.  wiceprezydent",
vulgar,wulgarny,ˈvʌlgə
vulnerable,podatny,podatny na zranienie|wrażliwy|ˈvʌlnərəbəl
vulture,sęp,ˈvʌlʧə
w,"w
  zachód",zachodni
wad,"sterta
 2.  kłębek",wæd|zwitek
waddle,kiwać się,kiwać się jak kaczka|telepać się|ˈwædəl
wade,weɪd,
wafer,wafel,ˈweɪfə
waffle,ˈwɒfəl,
waft,snuć się,wɒft
wag,machać,wæg
wage,i.   wages  zarobek,"pensja
ii.    prowadzić|weɪʤ"
wager,ˈweɪʤə,
waggle,ruszać,ruszać się|ˈwægəl
wail,"i.    zawodzić
ii.    zawodzenie",weɪl
waist,stan,talia|weɪst
waistband,pasek,ˈweɪstbænd
waistcoat,kamizelka,ˈweɪstkəʊt
waistline,obwód pasa,ˈweɪstlaɪn
wait,chwileczkę'',tylko poczekaj!''|weɪt
waiter,kelner,ˈweɪtə
waiting,poczekalnia,ˈweɪtɪŋ|ˈweɪtɪŋlɪst|ˈweɪtɪŋru:m
waitress,kelnerka,ˈweɪtrɪs
waive,uchylać,weɪv|zawieszać
wake,i.    budzić się,"weɪk|zbudzić
 2.  uświadamiać sobie"
waken,budzić się,ˈweɪkən
wales,walia,weɪlz
walk,iść,"spacer
 2.  szlak|wɔ:k"
walkabout,mieszać się z ludźmi,ˈwɔ:kəbaʊt
walker,źle chodzić,ˈwɔ:kə
walkietalkie,radiotelefon,walkie-talkie|ˌwɔ:kɪˈtɔ:kɪ
walking,i.    chodzenie,"laska|spacer
ii.  walking stick|ˈwɔ:kɪŋ|ˈwɔ:kɪŋstɪk"
walkout,strajk,ˈwɔ:kaʊt
walkover,walkower,łatwe zwycięstwo|ˈwɔ:kəʊvə
walkway,droga dla pieszych,ˈwɔ:kweɪ
wall,1.  ściana,przypierać kogoś do muru|wɔ:l
walled,otoczony murem,ˈwɔ:ld
wallet,portfel,ˈwɒlɪt
wallop,trzasnąć,łupnąć|ˈwɒləp
wallow,ˈwɒləʊ,
wallpaper,"i.    tapeta
ii.    tapetować",ˈwɔ:lpeɪpə
walnut,orzech włoski,ˈwɔ:lnʌt
walrus,mors,ˈwɔ:lrəs
waltz,wɔ:ls,
wan,wybladły,wɒn
wand,czarodziejska różdżka,różdżka|wɒnd
wander,błąkać się,ˈwɒndə
wane,1.  blednąć,księżyc maleje|weɪn
wangle,kombinować,ˈwæŋgəl
want,wɒnt,
wanting,ˈwɒntɪŋ,
wanton,bezmyślny,bezsensowny|ˈwɒntən
war,wɔ:,
warble,śpiewać,ˈwɔ:bəl
ward,odstraszać,odsuwać|wɔ:d
warden,i.    strażnik,zarządca|ˈwɔ:dən
warder,strażnik więzienny,ˈwɔ:də
wardrobe,ˈwɔ:drəʊb,
ware,weə,
warehouse,magazyn,ˈweəhaʊs
warfare,działania wojenne,wojna|ˈwɔ:feə
warhead,głowica bojowa,ˈwɔ:hed
warlike,bojowy,wojowniczy|ˈwɔ:laɪk
warmblooded,ciepłokrwisty,warm-blooded|ˌwɔ:mˈblʌdɪd
warmhearted,dobrze usposobiony,warm-hearted|ˌwɔ:mˈhɑ:tɪd
warmonger,podżegacz wojenny,ˈwɔ:mʌŋgə
warmth,ciepło,wɔ:mθ
warn,ostrzegać,uprzedzać|wɔ:n
warning,ˈwɔ:nɪŋ,
warp,skrzywienie,wɔ:p
warpath,ścieżka wojenna,ˈwɔ:pɑ:θ
warrant,ˈwɒrənt,
warranty,gwarancja,ˈwɒrəntɪ
warren,nora,nora królicza|ˈwɒrən
warrior,wojownik,ˈwɒrɪə
warsaw,warszawa,ˈwɔ:sɔ:
warship,okręt wojenny,ˈwɔ:ʃɪp
wart,brodawka,kurzajka|wɔ:t
wartime,okres wojny,ˈwɔ:taɪm
wary,ostrożny,ˈweərɪ
wash,wyrzucać,wɒʃ
washable,nadający się do prania,ˈwɒʃəbəl
washbasin,umywalka,ˈwɒʃbeɪsən
washedout,"1.  wyblakły
 2.  wymęczony",washed-out|wyprany|ˌwɒʃtˈaʊt
washer,1.  praczka,"pracz
 2.  podkładka|ˈwɒʃə"
washing,"pralka
iii.  washing powder",ˈwɒʃɪŋ|ˈwɒʃɪŋ məˌʃi:n|ˈwɒʃɪŋ ˌpaʊdə
washington,waszyngton,ˈwɒʃɪŋtən
washingup,płyn do naczyń,washing-up|ˌwɒʃɪŋˈʌp|ˌwɒʃɪŋˈʌp ˌlɪkwɪd
washout,dno,fiasko|ˈwɒʃaʊt
washroom,toaleta,ˈwɒʃru:m
wasp,osa,wɒsp
wastage,marnotrawstwo,ˈweɪstɪʤ
waste,i.    marnować,weɪst|zużyty
wastebasket,kosz na śmieci,ˈweɪstbɑ:skɪt
wasted,niepotrzebny,ˈweɪstɪd
